Fighter_Name,Height,Reach,Wins,Losses,Draws,Str_Acc,Str_Def,Wins_DQ,Wins_Decision,Wins_KO_TKO,Wins_Submission,Wins_Round_1,Wins_Round_2,Wins_Round_3,Wins_Round_4,Wins_Round_5
James Bochnovic,76.0,81.0,8,3,0,26.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roman Bogatov,68.0,73.0,10,1,0,42.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mandy Bohm,67.0,71.0,8,2,0,45.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Gaston Bolanos,67.0,69.0,8,5,0,49.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Denys Bondar,66.0,69.0,14,5,0,50.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Bonfim,73.0,72.0,19,1,0,46.0,63.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0
Ismael Bonfim,68.0,71.0,20,6,0,54.0,65.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Rogerio Bontorin,65.0,67.0,16,4,0,52.0,50.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Ray Borg,64.0,63.0,13,5,0,52.0,48.0,0.0,5.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0
Kevin Borjas,65.0,68.0,10,5,0,44.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Calen Born,68.0,72.0,7,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caio Borralho,73.0,75.0,18,2,0,56.0,60.0,0.0,6.0,1.0,1.0,0.0,2.0,5.0,0.0,1.0
Zachary Borrego,74.0,78.0,3,1,0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viacheslav Borshchev,71.0,69.0,8,7,1,50.0,57.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
Tanner Boser,74.0,75.0,21,10,1,52.0,58.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0
Poliana Botelho,68.0,67.0,8,5,0,58.0,54.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
Ilian Bouafia,77.0,78.0,7,0,0,47.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyron Bowen,75.0,73.0,9,5,0,57.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anvar Boynazarov,69.0,0.0,3,1,0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Brady,70.0,72.0,18,2,0,55.0,59.0,0.0,4.0,0.0,4.0,0.0,1.0,5.0,1.0,1.0
Ramiz Brahimaj,70.0,72.0,13,6,0,48.0,47.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0
Adam Bramhald,70.0,70.0,13,3,0,45.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Brand,66.0,65.0,5,2,0,25.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Brandao,67.0,64.0,22,11,0,47.0,62.0,0.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0
Bruna Brasil,66.0,65.0,11,6,1,56.0,52.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Martin Bravo,68.0,71.0,11,3,0,39.0,51.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Mike Breeden,70.0,70.0,11,6,0,45.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Tom Breese,75.0,73.0,12,3,0,50.0,60.0,0.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0
Elves Brener,70.0,72.0,16,6,0,47.0,50.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0
Marcos Brigagao,75.0,76.0,11,1,0,43.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joanderson Brito,68.0,72.0,18,5,1,51.0,44.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0
Kaik Brito,71.0,72.0,16,5,0,38.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Icaro Brito,0.0,0.0,7,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Brooks,70.0,72.0,18,4,0,59.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jarred Brooks,63.0,62.0,13,2,0,46.0,62.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Randy Brown,75.0,78.0,20,7,0,47.0,54.0,0.0,7.0,4.0,3.0,2.0,3.0,9.0,0.0,0.0
TJ Brown,69.0,72.0,17,11,0,44.0,49.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
Cody Brundage,72.0,72.0,11,9,1,48.0,50.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0
Robert Bryczek,72.0,75.0,18,6,0,36.0,59.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Lukasz Brzeski,75.0,78.0,9,7,1,50.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Marcus Buchecha,74.0,77.0,5,2,1,49.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joaquin Buckley,70.0,76.0,21,7,0,36.0,59.0,0.0,3.0,8.0,0.0,0.0,5.0,6.0,0.0,0.0
Martin Buday,76.0,77.0,16,2,0,53.0,55.0,0.0,6.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0
Dylan Budka,72.0,75.0,7,5,0,38.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mayra Bueno Silva,66.0,66.0,10,6,1,56.0,51.0,0.0,1.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0
Marek Bujlo,76.0,77.0,6,1,0,38.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Modestas Bukauskas,75.0,76.0,19,7,0,42.0,50.0,0.0,3.0,3.0,1.0,3.0,0.0,4.0,0.0,0.0
Lee Kwan Bum,74.0,0.0,0,1,0,14.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe Bunes,67.0,69.0,14,9,0,46.0,47.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Shane Burgos,71.0,75.0,15,3,0,52.0,56.0,0.0,5.0,2.0,1.0,1.0,0.0,7.0,0.0,0.0
Justin Burlinson,73.0,74.0,6,1,0,40.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mads Burnell,68.0,69.0,9,3,0,41.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Gilbert Burns,70.0,71.0,22,9,0,48.0,52.0,0.0,7.0,3.0,5.0,4.0,3.0,7.0,0.0,1.0
Herbert Burns,69.0,73.0,11,6,0,36.0,41.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
Nah-Shon Burrell,71.0,0.0,15,7,0,47.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Martin Buschkamp,69.0,0.0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dakota Bush,70.0,73.0,8,4,0,38.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Bustillos,68.0,0.0,5,3,0,59.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse Butler,70.0,73.0,12,6,0,34.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JP Buys,65.0,67.0,9,6,0,39.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Buzukja,69.0,70.0,12,5,0,43.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Michael Byrnes,71.0,0.0,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Cabrera,0.0,0.0,9,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Caceres,70.0,73.0,21,15,0,49.0,62.0,0.0,10.0,2.0,4.0,2.0,3.0,11.0,0.0,0.0
Vince Cachero,66.0,68.0,7,4,0,45.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Priscila Cachoeira,67.0,65.0,13,8,0,44.0,45.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0
Lucas Caldas,68.0,70.0,6,2,0,41.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Calderon,71.0,71.0,6,3,0,42.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrion Caldwell,70.0,0.0,10,1,0,34.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolle Caliari,63.0,62.0,8,4,0,38.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Callens,70.0,0.0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cynthia Calvillo,64.0,64.0,9,6,1,38.0,64.0,0.0,3.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0
Frank Camacho,70.0,73.0,22,10,0,46.0,51.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Lucas Camacho,76.0,80.0,6,1,0,38.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matheus Camilo,70.0,69.0,10,3,0,43.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Chris Camozzi,74.0,75.0,24,13,0,44.0,56.0,0.0,6.0,2.0,1.0,1.0,0.0,8.0,0.0,0.0
Brian Camozzi,74.0,78.0,7,5,0,26.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane Campbell,72.0,71.0,14,6,0,59.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Charlie Campbell,72.0,72.0,9,3,0,51.0,55.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Kitt Campbell,73.0,73.0,16,7,0,53.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurtis Campbell,69.0,72.0,8,0,0,77.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Campos,69.0,0.0,19,6,0,23.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksa Camur,73.0,74.0,6,3,0,57.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Carlos Candelario,68.0,68.0,8,3,0,46.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronaldo Candido,66.0,0.0,6,0,0,42.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Cantwell,74.0,75.0,7,6,0,34.0,55.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Paul Capaldo,67.0,0.0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Caracappa,68.0,70.0,6,1,0,50.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Carlos Junior,74.0,79.0,11,5,0,42.0,52.0,0.0,2.0,0.0,5.0,2.0,1.0,4.0,0.0,0.0
Spike Carlyle,68.0,71.0,9,3,0,54.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Ariane Carnelossi,62.0,61.0,15,4,0,38.0,44.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0
Luana Carolina,66.0,69.0,11,5,0,51.0,51.0,0.0,5.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
Tim Caron,73.0,0.0,7,1,0,50.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clayton Carpenter,66.0,66.0,8,2,0,53.0,55.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
Cain Carrizosa,68.0,0.0,10,3,0,42.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Cartwright,69.0,68.0,10,1,0,38.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael Carvalho,75.0,0.0,14,1,0,50.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Case,70.0,72.0,22,6,0,38.0,61.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0
Cortney Casey,67.0,67.0,10,10,0,39.0,55.0,0.0,3.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0
Joe Cason,75.0,0.0,9,1,0,55.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Castaneda,66.0,71.0,21,8,0,50.0,53.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0
Jacqueline Cavalcanti,68.0,70.0,10,1,0,46.0,68.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Igor Cavalcanti,71.0,79.0,9,1,0,42.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henry Cejudo,64.0,64.0,16,6,0,47.0,57.0,0.0,6.0,4.0,0.0,1.0,2.0,6.0,0.0,1.0
Vinicius Cenci,73.0,74.0,7,2,0,48.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Katlyn Cerminara,69.0,68.0,18,6,0,34.0,62.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
Rafael Cerqueira,75.0,76.0,11,4,0,43.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luan Chagas,72.0,75.0,15,3,1,47.0,62.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Edgar Chairez,67.0,71.0,13,6,0,45.0,46.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
Chelsea Chandler,68.0,68.0,6,4,0,45.0,40.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Eduardo Chapolin,67.0,67.0,15,2,0,40.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morgan Charriere,68.0,69.0,21,12,1,50.0,53.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0
Jeisla Chaves,66.0,68.0,7,0,0,51.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Chavez,68.0,67.0,11,5,1,38.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Fabio Cherant,73.0,74.0,7,4,0,40.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Macy Chiasson,71.0,72.0,11,6,0,46.0,44.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,0.0,0.0
Michael Chiesa,73.0,75.0,19,7,0,40.0,57.0,0.0,6.0,0.0,8.0,2.0,5.0,6.0,0.0,1.0
Giga Chikadze,72.0,74.0,15,6,0,42.0,59.0,0.0,5.0,3.0,0.0,2.0,0.0,6.0,0.0,0.0
Khamzat Chimaev,74.0,75.0,15,0,0,60.0,43.0,0.0,3.0,2.0,4.0,5.0,1.0,2.0,0.0,1.0
Dooho Choi,70.0,70.0,16,4,1,56.0,56.0,0.0,0.0,5.0,0.0,3.0,1.0,1.0,0.0,0.0
SeungWoo Choi,72.0,74.0,11,8,0,38.0,47.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0
SeungGuk Choi,66.0,64.0,7,3,0,42.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DongHun Choi,65.0,66.0,9,0,0,66.0,58.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Mark Choinski,68.0,69.0,8,1,0,50.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Chope,76.0,0.0,34,13,0,27.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Chovancek,68.0,67.0,9,0,0,50.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Christian,79.0,80.0,9,3,0,56.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Christodoulou,69.0,0.0,12,7,0,26.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Church,71.0,72.0,4,1,0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannah Cifers,61.0,62.0,10,7,0,44.0,52.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Misha Cirkunov,75.0,77.0,15,9,0,51.0,57.0,0.0,0.0,1.0,5.0,4.0,1.0,1.0,0.0,0.0
Devin Clark,72.0,75.0,14,9,0,54.0,44.0,0.0,7.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0
Jessica-Rose Clark,65.0,64.0,11,9,0,51.0,58.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
Shannon Clark,65.0,64.0,5,1,0,58.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Climaco,64.0,65.0,9,2,0,59.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe Colares,68.0,69.0,10,4,0,45.0,36.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Coltin Cole,0.0,0.0,4,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivan Cole,69.0,0.0,2,3,0,36.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chandler Cole,70.0,72.0,10,4,0,60.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clay Collard,71.0,73.0,14,7,0,32.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jake Collier,75.0,78.0,13,10,0,44.0,50.0,0.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0
Rose Conceicao,55.0,65.0,7,1,0,28.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roque Conceicao,64.0,67.0,10,3,0,40.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Congdon,74.0,75.0,7,2,0,35.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Cooper,72.0,0.0,23,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amanda Cooper,63.0,64.0,3,5,0,44.0,51.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Michael Cora,73.0,77.0,4,1,0,28.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alden Coria,68.0,67.0,12,3,0,44.0,69.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
Nora Cornolle,67.0,67.0,9,4,0,55.0,56.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0
Waldo Cortes Acosta,76.0,78.0,17,2,0,49.0,56.0,0.0,5.0,5.0,0.0,3.0,2.0,5.0,0.0,0.0
Tracy Cortez,65.0,65.0,12,3,0,48.0,57.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Reyes Cortez Jr.,67.0,68.0,7,3,0,45.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louis Cosce,69.0,71.0,7,2,0,45.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orion Cosce,71.0,71.0,8,2,0,53.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Paulo Costa,73.0,72.0,15,4,0,58.0,49.0,0.0,3.0,4.0,0.0,1.0,3.0,3.0,0.0,0.0
Randy Costa,69.0,73.0,6,4,0,46.0,58.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Alessandro Costa,64.0,67.0,14,5,0,44.0,57.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Melquizael Costa,70.0,71.0,26,7,0,49.0,54.0,0.0,3.0,2.0,2.0,3.0,0.0,4.0,0.0,0.0
Vitor Costa,74.0,75.0,8,2,0,54.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JC Cottrell,69.0,0.0,17,5,0,25.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JR Coughran,66.0,0.0,4,1,0,57.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colby Covington,71.0,72.0,17,5,0,38.0,54.0,0.0,7.0,3.0,2.0,1.0,0.0,7.0,0.0,4.0
Hailey Cowan,68.0,67.0,7,4,0,42.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Craig,75.0,76.0,17,10,1,45.0,43.0,0.0,0.0,3.0,6.0,4.0,3.0,2.0,0.0,0.0
Melissa Croden,69.0,68.0,7,3,0,48.0,53.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Kevin Croom,71.0,73.0,21,15,0,34.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiefer Crosbie,71.0,70.0,10,6,0,64.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ken Cross,72.0,72.0,11,3,0,57.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allen Crowder,75.0,76.0,10,4,0,51.0,56.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jimmy Crute,74.0,74.0,14,4,2,52.0,42.0,0.0,0.0,2.0,4.0,5.0,0.0,1.0,0.0,0.0
Aalon Cruz,72.0,78.0,8,4,0,39.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timmy Cuamba,69.0,71.0,10,3,0,44.0,57.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Jay Cucciniello,67.0,0.0,8,1,0,21.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Culibao,70.0,73.0,11,4,1,44.0,59.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
Abel Cullum,67.0,0.0,20,6,0,40.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo Cunha,75.0,79.0,8,2,0,30.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alton Cunningham,74.0,77.0,4,2,0,75.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ Cunningham,70.0,71.0,11,5,0,29.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy Cuozzi Jr.,69.0,71.0,8,1,0,17.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santo Curatolo,63.0,62.0,6,2,0,39.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kailin Curran,64.0,65.0,4,5,0,43.0,53.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Pat Curran,69.0,0.0,22,7,0,58.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Currie,75.0,76.0,12,4,0,47.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Curtis,70.0,75.0,32,12,0,50.0,54.0,0.0,3.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0
Ion Cutelaba,73.0,75.0,19,11,1,43.0,47.0,0.0,3.0,4.0,1.0,5.0,0.0,3.0,0.0,0.0
Gleidson Cutis,69.0,0.0,7,4,0,52.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henrique da Silva,75.0,76.0,14,5,0,60.0,40.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
Ariane da Silva,66.0,67.0,17,11,0,41.0,50.0,0.0,4.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0
Alex Da Silva,68.0,73.0,21,4,0,46.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Radley Da Silva,69.0,71.0,8,1,0,22.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deni Daffa,72.0,74.0,6,2,0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aisling Daly,62.0,64.0,16,6,0,52.0,55.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Leonardo Damiani,70.0,69.0,10,3,1,23.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Batgerel Danaa,67.0,70.0,12,5,0,36.0,47.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
Peter Danesoe,69.0,68.0,8,4,0,52.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Daniel Medina,72.0,74.0,11,7,0,36.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anvarbek Daniyalbekov,0.0,0.0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Dantas,70.0,0.0,20,4,0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karen Darabedyan,67.0,68.0,13,6,0,51.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beneil Dariush,70.0,72.0,23,7,1,49.0,57.0,0.0,9.0,3.0,5.0,4.0,4.0,9.0,0.0,0.0
Kyle Daukaus,74.0,76.0,17,4,0,53.0,42.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0
Chris Daukaus,75.0,76.0,12,7,0,50.0,55.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0
Brandon Davis,70.0,72.0,14,10,0,35.0,58.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Mike Davis,72.0,72.0,12,3,0,53.0,54.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0
Hakeem Dawodu,68.0,73.0,13,4,1,50.0,56.0,0.0,5.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
Grant Dawson,70.0,72.0,23,3,1,52.0,44.0,0.0,5.0,2.0,4.0,0.0,3.0,8.0,0.0,0.0
Martin Day,70.0,73.0,8,6,0,45.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
